Student ID,Age,Gender,Grade Level,Parental Education Level,Household Income,School Type,School Location,Average Exam Score,Attendance Rate,Internet Access at Home,Participation in Extracurricular Activities,Special Education Needs
S03676,12,Non-binary,Grade 11,Master's,30k-60k,Private,Urban,78.9,83.8,Yes,No,No
S03677,14,Female,Grade 10,Master's,>150k,Public,Urban,74,89.9,Yes,No,Yes
S03678,15,Female,Grade 5,High School,100k-150k,Public,Rural,90.4,83.1,No,Yes,No
S03679,15,Non-binary,Grade 7,Master's,30k-60k,Public,Rural,78.8,91.7,Yes,No,No
S03680,10,Male,Grade 3,PhD,<30k,Public,Rural,66.9,70.9,Yes,No,Yes
S03681,6,Female,Grade 7,PhD,30k-60k,Private,Rural,95.8,84.5,No,No,Yes
S03682,9,Female,Grade 6,Bachelor's,60k-100k,Private,Rural,96.2,80.6,Yes,Yes,No
S03683,11,Female,Grade 1,PhD,<30k,Public,Rural,61.8,95.5,Yes,No,No
S03684,7,Non-binary,Grade 3,Bachelor's,60k-100k,Public,Rural,95.5,89.9,No,Yes,Yes
S03685,7,Male,Grade 2,High School,<30k,Private,Urban,69.8,74.2,No,Yes,Yes
S03686,12,Male,Grade 12,Master's,100k-150k,Public,Rural,99.8,83.4,No,No,No
S03687,17,Male,Grade 10,PhD,>150k,Private,Urban,75.5,72.2,No,Yes,No
S03688,15,Non-binary,Grade 4,High School,60k-100k,Private,Urban,75.1,89.7,No,Yes,Yes
S03689,15,Non-binary,Grade 11,High School,<30k,Private,Rural,65.9,85.4,No,No,No
S03690,15,Non-binary,Grade 7,Bachelor's,60k-100k,Public,Urban,84.1,77.9,No,Yes,Yes
S03691,14,Non-binary,Grade 6,PhD,60k-100k,Private,Rural,62,96.8,No,No,No
S03692,7,Female,Grade 12,Bachelor's,100k-150k,Private,Urban,56.4,76.9,Yes,No,No
S03693,10,Non-binary,Grade 6,High School,<30k,Private,Rural,97.3,88.8,Yes,No,No
S03694,12,Female,Grade 12,Master's,30k-60k,Private,Urban,83.9,72.2,No,Yes,Yes
S03695,9,Non-binary,Grade 10,Master's,60k-100k,Public,Urban,73.4,72,No,Yes,Yes
S03696,15,Female,Grade 6,High School,30k-60k,Private,Urban,79.2,83.7,Yes,No,Yes
S03697,12,Female,Grade 4,PhD,60k-100k,Private,Rural,88.7,80.1,Yes,Yes,Yes
S03698,10,Female,Grade 9,High School,60k-100k,Private,Rural,66.2,80.9,Yes,Yes,No
S03699,10,Non-binary,Grade 5,Bachelor's,<30k,Private,Urban,84.2,76.7,No,No,No
S03700,7,Non-binary,Grade 8,Master's,30k-60k,Private,Rural,91.8,78.2,Yes,Yes,Yes
S03701,14,Non-binary,Grade 4,High School,>150k,Public,Rural,76.9,90.8,Yes,No,No
S03702,9,Non-binary,Grade 7,High School,<30k,Public,Urban,73.2,87.2,No,No,Yes
S03703,10,Female,Grade 11,Master's,<30k,Private,Urban,97.9,87.1,No,No,No
S03704,14,Female,Grade 5,High School,60k-100k,Private,Urban,94.3,77.8,Yes,Yes,Yes
S03705,9,Non-binary,Grade 2,Master's,30k-60k,Private,Urban,84.3,78.2,No,No,Yes
S03706,14,Non-binary,Grade 1,PhD,60k-100k,Private,Rural,61.2,98.8,No,No,Yes
S03707,9,Non-binary,Grade 12,Master's,30k-60k,Private,Urban,82,85.5,No,No,No
S03708,7,Female,Grade 2,High School,>150k,Private,Urban,53.2,93.4,No,No,No
S03709,7,Female,Grade 5,Bachelor's,30k-60k,Public,Urban,52.1,91.4,No,No,Yes
S03710,9,Non-binary,Grade 12,Bachelor's,>150k,Public,Rural,79.7,93.2,Yes,Yes,Yes
S03711,12,Female,Grade 1,PhD,>150k,Public,Rural,96.6,76.1,Yes,No,No
S03712,9,Non-binary,Grade 10,Master's,>150k,Private,Urban,75.4,82.2,Yes,No,Yes
S03713,11,Non-binary,Grade 4,PhD,30k-60k,Public,Rural,89.3,82.5,Yes,Yes,Yes
S03714,16,Non-binary,Grade 7,PhD,60k-100k,Public,Rural,78.7,76.1,No,No,No
S03715,6,Male,Grade 5,PhD,<30k,Private,Rural,84.8,82.8,Yes,No,Yes
S03716,13,Non-binary,Grade 10,PhD,30k-60k,Private,Urban,95,96.6,No,No,Yes
S03717,7,Male,Grade 5,High School,100k-150k,Private,Rural,69.6,73.6,No,Yes,No
S03718,13,Male,Grade 11,High School,100k-150k,Public,Urban,76.3,76.1,No,Yes,No
S03719,6,Male,Grade 11,High School,100k-150k,Private,Urban,65.3,90.1,No,No,Yes
S03720,9,Male,Grade 7,Master's,60k-100k,Public,Rural,62.9,95,No,Yes,No
S03721,6,Female,Grade 3,PhD,>150k,Public,Urban,66.6,81.9,No,No,No
S03722,8,Non-binary,Grade 2,Bachelor's,60k-100k,Private,Urban,86.4,74.7,No,Yes,No
S03723,17,Non-binary,Grade 9,Master's,<30k,Private,Urban,61.8,78,Yes,Yes,No
S03724,17,Male,Grade 12,PhD,100k-150k,Private,Rural,56.2,77.1,No,No,Yes
S03725,12,Non-binary,Grade 4,Master's,<30k,Public,Urban,63.6,86,Yes,No,Yes
S03726,10,Non-binary,Grade 1,PhD,30k-60k,Public,Rural,94.7,96,Yes,Yes,No
S03727,14,Male,Grade 6,High School,30k-60k,Private,Urban,63.8,83.4,Yes,No,No
S03728,13,Male,Grade 6,PhD,100k-150k,Private,Rural,79.5,74.7,Yes,No,No
S03729,16,Non-binary,Grade 6,Master's,30k-60k,Private,Rural,92.5,80.3,Yes,No,Yes
S03730,9,Female,Grade 5,Bachelor's,30k-60k,Public,Urban,65,82.1,Yes,Yes,Yes
S03731,15,Non-binary,Grade 8,Master's,100k-150k,Public,Rural,73.7,86.5,Yes,No,No
S03732,7,Male,Grade 2,Bachelor's,30k-60k,Private,Urban,55.6,95.3,No,Yes,Yes
S03733,14,Non-binary,Grade 4,High School,>150k,Private,Rural,67.7,97.5,No,No,No
S03734,11,Male,Grade 1,High School,100k-150k,Public,Rural,61.6,88.8,Yes,Yes,Yes
S03735,8,Non-binary,Grade 7,High School,100k-150k,Private,Urban,99.8,87.8,Yes,No,Yes
S03736,7,Female,Grade 4,Bachelor's,60k-100k,Public,Rural,91.9,79.1,Yes,No,No
S03737,15,Male,Grade 7,PhD,30k-60k,Private,Urban,53.4,75,Yes,Yes,Yes
S03738,11,Non-binary,Grade 10,Bachelor's,<30k,Public,Rural,61.6,91,Yes,Yes,Yes
S03739,9,Female,Grade 3,Master's,<30k,Public,Urban,92.9,72.5,Yes,No,Yes
S03740,13,Male,Grade 7,PhD,60k-100k,Private,Rural,50.2,98,Yes,Yes,Yes
S03741,6,Non-binary,Grade 4,Bachelor's,<30k,Private,Urban,90.2,86.1,No,Yes,No
S03742,12,Male,Grade 6,Master's,60k-100k,Private,Rural,94.7,84,Yes,Yes,Yes
S03743,17,Non-binary,Grade 6,High School,<30k,Public,Rural,55.6,72.9,No,Yes,No
S03744,6,Non-binary,Grade 9,Bachelor's,100k-150k,Public,Rural,81.4,99,Yes,No,No
S03745,12,Male,Grade 12,Bachelor's,60k-100k,Private,Urban,58.8,82.8,No,No,No
S03746,12,Male,Grade 12,Master's,100k-150k,Private,Urban,70.9,92.8,Yes,No,No
S03747,11,Male,Grade 3,High School,>150k,Public,Urban,54,81.8,Yes,No,Yes
S03748,12,Non-binary,Grade 10,Master's,30k-60k,Public,Urban,70.8,80.3,Yes,Yes,Yes
S03749,17,Male,Grade 10,PhD,<30k,Public,Urban,84.6,92.6,No,No,Yes
S03750,13,Male,Grade 7,Master's,30k-60k,Private,Urban,65.4,95.2,No,Yes,Yes
S03751,12,Non-binary,Grade 5,PhD,100k-150k,Public,Urban,94,99.4,No,Yes,No
S03752,16,Female,Grade 4,Bachelor's,60k-100k,Private,Rural,62.7,88.1,Yes,Yes,Yes
S03753,9,Non-binary,Grade 4,Master's,60k-100k,Public,Urban,87.5,80.3,No,No,Yes
S03754,14,Male,Grade 4,High School,<30k,Public,Rural,70,74.5,Yes,Yes,No
S03755,7,Female,Grade 10,Bachelor's,30k-60k,Private,Urban,85.3,75.7,No,No,No
S03756,9,Non-binary,Grade 11,Bachelor's,>150k,Public,Rural,88.3,97.3,Yes,Yes,No
S03757,16,Non-binary,Grade 3,PhD,<30k,Private,Rural,91.3,92.5,No,No,No
S03758,12,Non-binary,Grade 6,PhD,100k-150k,Private,Urban,90,90,Yes,Yes,Yes
S03759,15,Male,Grade 9,Bachelor's,60k-100k,Private,Rural,57.9,75.9,No,No,Yes
S03760,16,Male,Grade 4,Bachelor's,>150k,Private,Rural,88.2,95,No,No,Yes
S03761,6,Male,Grade 5,High School,60k-100k,Private,Rural,84.7,86.5,No,Yes,No
S03762,14,Male,Grade 9,Bachelor's,100k-150k,Public,Rural,62.2,73.4,No,Yes,Yes
S03763,8,Male,Grade 6,Master's,60k-100k,Private,Urban,68.3,83.1,Yes,Yes,Yes
S03764,12,Non-binary,Grade 12,Master's,>150k,Private,Urban,74,85.5,Yes,No,Yes
S03765,17,Non-binary,Grade 6,Master's,30k-60k,Private,Rural,86.2,73.4,No,No,No
S03766,9,Non-binary,Grade 11,Master's,>150k,Public,Urban,58.8,77.7,No,No,Yes
S03767,12,Male,Grade 11,High School,60k-100k,Public,Urban,96.3,79.5,No,Yes,Yes
S03768,12,Male,Grade 3,Master's,<30k,Public,Rural,92.9,78.4,Yes,Yes,Yes
S03769,11,Male,Grade 6,Bachelor's,60k-100k,Private,Urban,83.1,97.1,Yes,No,No
S03770,10,Male,Grade 1,High School,30k-60k,Private,Urban,59.3,82.3,No,Yes,Yes
S03771,12,Non-binary,Grade 3,Master's,100k-150k,Private,Urban,88.6,71.4,No,No,Yes
S03772,15,Female,Grade 9,Master's,<30k,Public,Urban,63.8,74.8,Yes,No,Yes
S03773,13,Male,Grade 5,Bachelor's,30k-60k,Public,Rural,99.6,96,No,No,Yes
S03774,6,Non-binary,Grade 9,High School,<30k,Private,Rural,76.7,80,Yes,Yes,Yes
S03775,17,Male,Grade 4,Master's,100k-150k,Private,Urban,89,85.7,Yes,Yes,Yes
S03776,13,Non-binary,Grade 11,Bachelor's,30k-60k,Private,Urban,72.3,99.7,Yes,No,No
S03777,12,Male,Grade 7,Master's,30k-60k,Private,Rural,82.6,95.2,Yes,No,Yes
S03778,10,Male,Grade 7,High School,100k-150k,Public,Rural,67.6,72.9,No,No,No
S03779,15,Female,Grade 4,Bachelor's,60k-100k,Public,Rural,92.7,91.4,Yes,Yes,Yes
S03780,13,Non-binary,Grade 2,Bachelor's,>150k,Public,Urban,94.3,72.4,No,Yes,No
S03781,6,Male,Grade 11,Bachelor's,<30k,Private,Urban,62.8,91.5,Yes,Yes,No
S03782,17,Male,Grade 1,Bachelor's,30k-60k,Private,Rural,76.4,91.4,No,No,No
S03783,13,Male,Grade 7,Bachelor's,60k-100k,Private,Urban,64.4,95.1,Yes,No,No
S03784,7,Female,Grade 9,PhD,<30k,Public,Urban,79.9,79.8,Yes,No,No
S03785,14,Female,Grade 6,Master's,>150k,Public,Urban,55.6,82.9,Yes,Yes,Yes
S03786,8,Female,Grade 5,Master's,>150k,Private,Urban,72,75.7,Yes,Yes,No
S03787,14,Non-binary,Grade 6,Bachelor's,100k-150k,Private,Rural,71.7,80.1,Yes,Yes,Yes
S03788,10,Male,Grade 5,PhD,<30k,Public,Urban,98,87.9,Yes,No,No
S03789,15,Male,Grade 8,PhD,<30k,Public,Rural,98.5,98.3,Yes,Yes,Yes
S03790,10,Male,Grade 2,Master's,100k-150k,Private,Rural,57.3,92.4,Yes,Yes,No
S03791,8,Non-binary,Grade 9,High School,>150k,Private,Rural,92.3,93.1,Yes,Yes,Yes
S03792,13,Female,Grade 7,PhD,<30k,Private,Urban,87.9,83.9,No,No,Yes
S03793,6,Male,Grade 1,High School,100k-150k,Private,Rural,52.8,93.9,No,No,Yes
S03794,13,Female,Grade 6,High School,<30k,Public,Rural,55.9,96.5,Yes,Yes,Yes
S03795,6,Male,Grade 4,Bachelor's,30k-60k,Private,Rural,86.8,82.6,No,No,Yes
S03796,7,Male,Grade 9,High School,<30k,Public,Urban,57.5,87.8,Yes,No,No
S03797,10,Female,Grade 2,High School,<30k,Private,Rural,82.5,86.1,No,No,No
S03798,15,Female,Grade 11,Bachelor's,60k-100k,Private,Rural,87.1,84.1,Yes,Yes,Yes
S03799,9,Male,Grade 8,Master's,60k-100k,Public,Rural,94.5,84.3,No,Yes,Yes
S03800,13,Male,Grade 10,PhD,60k-100k,Public,Rural,64,85.3,Yes,Yes,Yes
S03801,15,Female,Grade 4,Master's,30k-60k,Public,Rural,87.4,81.3,No,No,Yes
S03802,14,Female,Grade 10,Bachelor's,30k-60k,Public,Urban,58.4,83,No,Yes,No
S03803,17,Male,Grade 3,PhD,>150k,Private,Urban,81.5,77.3,Yes,No,Yes
S03804,8,Non-binary,Grade 9,Master's,<30k,Public,Urban,79.4,84.1,Yes,No,Yes
S03805,11,Male,Grade 7,PhD,30k-60k,Private,Rural,75.7,84.9,No,Yes,Yes
S03806,17,Male,Grade 12,High School,30k-60k,Private,Urban,96.4,76.7,Yes,No,No
S03807,8,Female,Grade 7,Master's,<30k,Public,Urban,90.1,90,No,No,No
S03808,7,Female,Grade 10,Bachelor's,>150k,Private,Rural,82.6,75,No,Yes,Yes
S03809,7,Male,Grade 12,High School,>150k,Public,Rural,93.8,83.2,No,Yes,Yes
S03810,9,Non-binary,Grade 7,PhD,30k-60k,Private,Rural,87.2,81.2,Yes,No,No
S03811,17,Female,Grade 1,Master's,<30k,Private,Urban,80.7,86.6,No,Yes,No
S03812,9,Non-binary,Grade 10,Bachelor's,>150k,Public,Rural,87,85.1,No,No,Yes
S03813,9,Non-binary,Grade 8,High School,<30k,Public,Urban,97.2,94.8,Yes,No,No
S03814,10,Non-binary,Grade 2,High School,30k-60k,Public,Urban,57.1,94.6,Yes,No,No
S03815,15,Non-binary,Grade 4,High School,60k-100k,Public,Rural,76.4,81.6,Yes,No,No
S03816,17,Female,Grade 5,Master's,100k-150k,Private,Rural,52.5,72,No,Yes,No
S03817,17,Male,Grade 6,PhD,100k-150k,Public,Rural,73.6,70.1,Yes,Yes,Yes
S03818,7,Non-binary,Grade 6,High School,100k-150k,Private,Urban,76.2,77.9,Yes,Yes,Yes
S03819,12,Male,Grade 4,Master's,<30k,Public,Rural,65.1,83.7,No,No,No
S03820,14,Female,Grade 1,High School,>150k,Public,Urban,52.7,72.5,No,Yes,No
S03821,11,Male,Grade 7,High School,60k-100k,Public,Rural,69.4,90.4,Yes,No,Yes
S03822,6,Female,Grade 2,Master's,>150k,Public,Rural,56.7,90.2,Yes,Yes,Yes
S03823,15,Male,Grade 7,High School,60k-100k,Public,Urban,52.2,97.7,Yes,Yes,No
S03824,10,Non-binary,Grade 4,PhD,>150k,Private,Rural,51.9,78.6,Yes,Yes,No
S03825,17,Female,Grade 12,PhD,60k-100k,Public,Rural,68.2,99,Yes,Yes,No
S03826,8,Female,Grade 10,PhD,<30k,Private,Rural,55.2,71,Yes,Yes,No
S03827,6,Female,Grade 8,Master's,30k-60k,Public,Urban,62.5,96.3,No,Yes,Yes
S03828,9,Male,Grade 12,PhD,<30k,Public,Urban,83.2,73.9,No,No,No
S03829,15,Male,Grade 10,PhD,60k-100k,Private,Rural,72.5,73.3,No,Yes,No
S03830,9,Non-binary,Grade 9,Bachelor's,100k-150k,Private,Urban,86.8,97,Yes,Yes,No
S03831,11,Male,Grade 7,Master's,30k-60k,Public,Urban,99.6,96.2,Yes,Yes,Yes
S03832,9,Male,Grade 1,Bachelor's,60k-100k,Public,Rural,88.6,95.8,No,No,No
S03833,6,Male,Grade 1,Bachelor's,>150k,Public,Rural,58.6,95.4,Yes,No,Yes
S03834,10,Female,Grade 10,High School,<30k,Public,Urban,52.1,75.7,Yes,No,Yes
S03835,14,Male,Grade 12,Bachelor's,<30k,Public,Urban,85.4,96.3,No,Yes,No
S03836,9,Male,Grade 10,PhD,30k-60k,Public,Rural,85.3,93.9,No,Yes,Yes
S03837,14,Male,Grade 5,Bachelor's,30k-60k,Public,Rural,81.3,97.3,No,Yes,Yes
S03838,14,Male,Grade 10,PhD,30k-60k,Private,Urban,50.4,76.9,No,No,No
S03839,10,Male,Grade 6,Master's,60k-100k,Public,Urban,99.9,95,Yes,No,Yes
S03840,7,Male,Grade 3,Master's,100k-150k,Private,Rural,50,77.5,No,No,No
S03841,9,Male,Grade 6,High School,100k-150k,Public,Urban,59.6,99.9,Yes,No,No
S03842,9,Female,Grade 3,High School,100k-150k,Public,Urban,59.1,81.2,No,Yes,Yes
S03843,7,Non-binary,Grade 6,High School,100k-150k,Public,Rural,98.6,73.6,No,No,No
S03844,13,Non-binary,Grade 4,Bachelor's,>150k,Public,Urban,52.7,79.1,Yes,Yes,No
S03845,10,Female,Grade 10,High School,100k-150k,Private,Urban,76.3,76.3,Yes,Yes,Yes
S03846,7,Male,Grade 3,Master's,100k-150k,Private,Rural,64.6,83.2,Yes,Yes,Yes
S03847,7,Female,Grade 1,Bachelor's,100k-150k,Private,Urban,99.4,81.9,Yes,Yes,No
S03848,17,Male,Grade 5,High School,>150k,Public,Urban,73.2,94.1,Yes,Yes,No
S03849,17,Male,Grade 7,High School,60k-100k,Private,Urban,52.2,93.9,Yes,No,No
S03850,8,Female,Grade 2,PhD,>150k,Private,Urban,50.5,91.7,No,Yes,No
S03851,17,Male,Grade 8,Master's,>150k,Private,Rural,80.6,84.7,No,No,No
S03852,11,Non-binary,Grade 5,High School,100k-150k,Public,Urban,75,80.6,Yes,No,No
S03853,16,Male,Grade 9,High School,>150k,Private,Rural,81.6,96,Yes,Yes,No
S03854,7,Male,Grade 8,High School,<30k,Public,Urban,68.7,77.6,No,Yes,Yes
S03855,17,Non-binary,Grade 12,PhD,>150k,Private,Urban,59.1,95.4,Yes,Yes,No
S03856,9,Male,Grade 10,Bachelor's,>150k,Private,Rural,62,78.9,No,Yes,No
S03857,14,Non-binary,Grade 7,PhD,<30k,Private,Rural,82.1,82.4,Yes,Yes,No
S03858,10,Male,Grade 8,Bachelor's,100k-150k,Private,Urban,67,77.1,Yes,Yes,Yes
S03859,12,Male,Grade 4,Bachelor's,100k-150k,Public,Urban,62.5,96.5,Yes,No,No
S03860,17,Female,Grade 9,Bachelor's,60k-100k,Public,Rural,79.5,78.1,Yes,No,No
S03861,7,Non-binary,Grade 5,Bachelor's,30k-60k,Private,Rural,71.4,93.3,No,Yes,Yes
S03862,8,Non-binary,Grade 7,High School,60k-100k,Private,Urban,55.7,76,No,Yes,No
S03863,16,Female,Grade 4,PhD,30k-60k,Private,Urban,95,81.9,No,Yes,No
S03864,15,Female,Grade 1,Master's,>150k,Private,Urban,64.4,92.8,No,No,Yes
S03865,11,Female,Grade 9,Bachelor's,60k-100k,Private,Urban,83,93.4,Yes,No,Yes
S03866,16,Female,Grade 1,Master's,>150k,Private,Urban,64.8,79.1,No,No,Yes
S03867,12,Female,Grade 12,High School,>150k,Public,Rural,71.5,80.2,Yes,Yes,Yes
S03868,12,Female,Grade 10,PhD,60k-100k,Private,Urban,98.6,98.4,No,Yes,Yes
S03869,14,Non-binary,Grade 10,PhD,100k-150k,Public,Rural,63.7,94,Yes,No,No
S03870,6,Female,Grade 11,High School,60k-100k,Public,Rural,62.7,97.2,Yes,No,No
S03871,13,Male,Grade 10,High School,100k-150k,Public,Rural,99,87.7,No,Yes,No
S03872,8,Male,Grade 2,PhD,60k-100k,Private,Urban,72.7,87.1,Yes,No,No
S03873,16,Male,Grade 2,Bachelor's,60k-100k,Private,Rural,51.8,80.5,No,No,No
S03874,14,Male,Grade 9,Bachelor's,100k-150k,Private,Rural,78.1,75.7,No,Yes,Yes
S03875,12,Female,Grade 8,High School,30k-60k,Public,Urban,55.1,91,Yes,No,Yes
S03876,16,Female,Grade 9,PhD,60k-100k,Private,Rural,67.2,84.4,Yes,No,No
S03877,15,Male,Grade 3,Bachelor's,30k-60k,Private,Urban,88.6,75,No,Yes,Yes
S03878,17,Female,Grade 11,PhD,>150k,Public,Urban,62.2,83.2,No,No,Yes
S03879,7,Male,Grade 8,Master's,30k-60k,Public,Urban,56.7,84.3,No,No,Yes
S03880,6,Non-binary,Grade 1,PhD,60k-100k,Public,Rural,92.3,99.9,Yes,No,No
S03881,13,Female,Grade 8,PhD,>150k,Public,Rural,75.4,96.3,No,Yes,Yes
S03882,12,Male,Grade 2,Master's,>150k,Public,Rural,59.8,86.7,No,No,No
S03883,9,Female,Grade 6,High School,>150k,Public,Urban,86.5,98.2,No,No,Yes
S03884,6,Female,Grade 3,PhD,>150k,Public,Urban,95.8,76.9,Yes,Yes,No
S03885,14,Non-binary,Grade 3,PhD,100k-150k,Private,Rural,54.1,93.2,No,No,Yes
S03886,14,Male,Grade 4,PhD,100k-150k,Private,Urban,81.9,93.4,Yes,No,Yes
S03887,16,Non-binary,Grade 11,Master's,100k-150k,Public,Rural,77.8,93.9,Yes,Yes,Yes
S03888,10,Male,Grade 3,Bachelor's,<30k,Private,Urban,66.4,97.7,No,No,Yes
S03889,17,Female,Grade 12,High School,<30k,Public,Urban,96.7,73.6,Yes,Yes,No
S03890,15,Female,Grade 5,PhD,>150k,Public,Urban,52,77.4,No,No,Yes
S03891,12,Female,Grade 10,PhD,>150k,Public,Urban,95.5,76.5,No,No,Yes
S03892,11,Female,Grade 9,High School,>150k,Private,Urban,96.8,71.2,Yes,No,Yes
S03893,8,Male,Grade 5,Master's,100k-150k,Public,Rural,90,74.8,Yes,Yes,No
S03894,7,Female,Grade 3,High School,30k-60k,Public,Urban,81.5,97.8,No,Yes,Yes
S03895,7,Non-binary,Grade 12,PhD,<30k,Public,Urban,53.1,73.9,Yes,Yes,No
S03896,9,Male,Grade 9,High School,<30k,Private,Rural,81.7,81.8,Yes,Yes,No
S03897,15,Male,Grade 7,PhD,<30k,Public,Rural,54.3,98.6,Yes,No,No
S03898,8,Non-binary,Grade 7,High School,60k-100k,Public,Rural,73.7,99.6,Yes,No,No
S03899,10,Female,Grade 4,Master's,<30k,Public,Urban,99.5,71.2,No,No,No
S03900,8,Male,Grade 9,PhD,60k-100k,Private,Rural,75.9,79.2,Yes,Yes,Yes
S03901,8,Non-binary,Grade 3,Bachelor's,<30k,Private,Urban,94.5,88.7,Yes,Yes,No
S03902,8,Male,Grade 11,Master's,<30k,Private,Rural,78.2,83.5,No,No,No
S03903,12,Non-binary,Grade 7,Master's,30k-60k,Public,Urban,52.2,84.3,Yes,No,No
S03904,7,Non-binary,Grade 9,High School,60k-100k,Private,Urban,97.3,75.5,No,Yes,Yes
S03905,6,Male,Grade 6,High School,>150k,Public,Rural,78.1,77.7,No,No,Yes
S03906,16,Non-binary,Grade 4,High School,<30k,Private,Urban,90.7,77.2,Yes,No,No
S03907,14,Female,Grade 6,High School,<30k,Public,Urban,82.8,85.1,Yes,No,No
S03908,7,Female,Grade 3,High School,>150k,Private,Rural,81.8,87.2,Yes,Yes,No
S03909,6,Male,Grade 12,High School,<30k,Private,Urban,54.3,75.6,No,No,Yes
S03910,17,Non-binary,Grade 9,Bachelor's,30k-60k,Public,Urban,94.2,90.1,Yes,Yes,Yes
S03911,9,Female,Grade 8,High School,100k-150k,Public,Urban,50.8,94.5,No,Yes,No
S03912,7,Non-binary,Grade 2,Master's,30k-60k,Public,Urban,62.2,85.6,No,Yes,No
S03913,9,Female,Grade 5,High School,100k-150k,Private,Rural,91.4,88.9,Yes,Yes,Yes
S03914,10,Non-binary,Grade 12,PhD,60k-100k,Public,Rural,51.4,70.1,No,No,Yes
S03915,17,Non-binary,Grade 6,High School,30k-60k,Private,Rural,58.2,81,No,No,No
S03916,14,Female,Grade 4,Bachelor's,>150k,Public,Rural,87.3,86.1,No,Yes,Yes
S03917,16,Male,Grade 1,PhD,30k-60k,Private,Urban,99.1,84.2,No,No,Yes
S03918,16,Male,Grade 2,Bachelor's,30k-60k,Private,Urban,82,72,No,Yes,Yes
S03919,14,Female,Grade 1,PhD,30k-60k,Private,Urban,69.9,76.7,No,Yes,No
S03920,16,Female,Grade 8,PhD,>150k,Private,Rural,55.7,75.2,Yes,No,Yes
S03921,10,Male,Grade 4,Bachelor's,60k-100k,Public,Urban,94,81.7,Yes,No,Yes
S03922,14,Male,Grade 9,High School,100k-150k,Public,Rural,50.8,76.7,No,No,Yes
S03923,10,Non-binary,Grade 1,PhD,60k-100k,Private,Rural,51.2,96.7,Yes,Yes,No
S03924,16,Male,Grade 10,Master's,60k-100k,Public,Rural,65.7,81.2,Yes,No,Yes
S03925,6,Female,Grade 9,Master's,30k-60k,Public,Rural,76.7,86.1,No,Yes,No
S03926,17,Male,Grade 11,PhD,30k-60k,Public,Urban,70.4,75.8,No,Yes,Yes
S03927,17,Female,Grade 8,High School,60k-100k,Private,Rural,59.7,86.2,No,No,Yes
S03928,7,Male,Grade 8,Master's,>150k,Private,Urban,53.3,74.5,No,Yes,No
S03929,6,Non-binary,Grade 2,Bachelor's,60k-100k,Private,Urban,86.7,84.8,No,No,Yes
S03930,7,Non-binary,Grade 1,PhD,30k-60k,Public,Rural,99.5,100,Yes,No,No
S03931,7,Male,Grade 8,High School,100k-150k,Public,Rural,76.9,92.2,Yes,Yes,Yes
S03932,15,Non-binary,Grade 9,Master's,30k-60k,Private,Rural,76.9,96.8,No,No,No
S03933,9,Female,Grade 5,PhD,100k-150k,Public,Urban,99.4,84.2,Yes,Yes,Yes
S03934,8,Non-binary,Grade 10,Master's,<30k,Private,Urban,84.9,97.1,No,Yes,No
S03935,10,Female,Grade 8,PhD,>150k,Public,Rural,83.5,88.9,No,Yes,No
S03936,13,Female,Grade 11,High School,>150k,Public,Urban,91.2,81.2,Yes,No,Yes
S03937,7,Male,Grade 1,Master's,60k-100k,Private,Rural,98.4,87.4,Yes,Yes,Yes
S03938,13,Male,Grade 1,PhD,30k-60k,Private,Urban,84.5,84.6,No,No,No
S03939,7,Non-binary,Grade 7,Bachelor's,100k-150k,Public,Urban,73.4,97.3,No,Yes,No
S03940,10,Female,Grade 6,PhD,<30k,Private,Urban,90.4,76.2,No,Yes,No
S03941,8,Female,Grade 11,High School,>150k,Public,Urban,69.5,95,Yes,No,No
S03942,13,Male,Grade 11,PhD,<30k,Private,Urban,51.5,92.9,No,No,Yes
S03943,8,Non-binary,Grade 6,Master's,>150k,Public,Urban,68.3,83.8,Yes,No,No
S03944,11,Female,Grade 12,PhD,60k-100k,Public,Urban,71,96.2,No,No,No
S03945,15,Female,Grade 7,PhD,<30k,Public,Rural,93.9,74.8,Yes,Yes,No
S03946,13,Female,Grade 4,Master's,>150k,Private,Rural,84.6,91.5,Yes,No,Yes
S03947,6,Female,Grade 2,High School,60k-100k,Private,Rural,54.5,70.2,No,No,Yes
S03948,15,Male,Grade 8,PhD,100k-150k,Public,Urban,96.7,87,Yes,Yes,Yes
S03949,11,Female,Grade 9,Master's,100k-150k,Private,Rural,58,78.2,Yes,Yes,No
S03950,15,Female,Grade 10,Bachelor's,60k-100k,Public,Rural,73.1,70.3,Yes,No,No
S03951,7,Male,Grade 2,Master's,<30k,Public,Urban,95.6,94,No,No,No
S03952,7,Female,Grade 8,Bachelor's,<30k,Private,Urban,55.2,92.8,No,Yes,No
S03953,11,Female,Grade 4,Master's,>150k,Private,Urban,86,97.9,Yes,No,No
S03954,14,Male,Grade 1,High School,100k-150k,Private,Rural,63,70.9,No,Yes,Yes
S03955,14,Female,Grade 8,Master's,>150k,Private,Urban,78.5,91.2,Yes,No,Yes
S03956,7,Male,Grade 4,PhD,60k-100k,Private,Rural,96.2,96.8,Yes,No,Yes
S03957,17,Male,Grade 11,High School,>150k,Private,Rural,91.7,88.9,Yes,Yes,Yes
S03958,6,Female,Grade 12,High School,>150k,Private,Rural,68.7,92.6,Yes,No,Yes
